KEY	Population.x	name.x	Parent.x	Count.x	ParentCount.x	METRIC.x	GATE.x	QC.x	Panel.x	PDF.x	FlaggedSample.x	MACHINE.x	TEMPLATE_FILE_USED.x	RealAutoParent.x	Manual.x	Merge.x	freq_lymph.x	freqParent.x	freq_PBMC.x	Population.y	name.y	Parent.y	Count.y	ParentCount.y	METRIC.y	GATE.y	QC.y	Panel.y	PDF.y	FlaggedSample.y	MACHINE.y	TEMPLATE_FILE_USED.y	RealAutoParent.y	Manual.y	Merge.y	freq_lymph.y	freqParent.y	freq_PBMC.y	TEMPLATE_FILE_USEDTRIM
2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcsPE-A-panel1SingletsLSRLive cells (PE-)	PE-A-	2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	Singlets	57598	57755	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_13/gate_plots104.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Singlets	Live cells (PE-)	PE-A-_2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	0.994320437792394	0.997281620638906	NA	PE-A-	2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	Singlets	57788	57946	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_13/gate_plots21.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Singlets	Live cells (PE-)	PE-A-_2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	0.994270573458819	0.997273323439064	NA	lymph.LSR.f
2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcsSingletspanel1lymphLSRSingle Cells (FSC-H v FSC-W)	Singlets	2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	lymph	57755	57927	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_13/gate_plots104.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	0.997030745593592	0.997030745593592	NA	Singlets	2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	lymph	57946	58121	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_13/gate_plots21.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	0.996989040105986	0.996989040105986	NA	lymph.LSR.f
2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcsTcellspanel1PE-A-LSRTcells (CD3+ CD19-)	Tcells	2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	PE-A-	48026	57598	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_13/gate_plots104.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	PE-A-	Tcells (CD3+ CD19-)	Tcells_2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	0.829077977454382	0.833813674085906	NA	Tcells	2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	PE-A-	48151	57788	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_13/gate_plots21.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	PE-A-	Tcells (CD3+ CD19-)	Tcells_2017-01-30_PANEL 1_DHS_Group two_Ctl-C_039.fcs	0.828461313466733	0.833235273759258	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsActivatedCD4panel1CD4LSRactivated helper Tcells (CD4+ HLA-DR+)	ActivatedCD4	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	1492	64248	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Tcells	activated helper Tcells (CD4+ HLA-DR+)	ActivatedCD4_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00993712702472293	0.0163797646232215	NA	ActivatedCD4	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	1492	64247	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Tcells	activated helper Tcells (CD4+ HLA-DR+)	ActivatedCD4_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00993547270075715	0.0163761689423541	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsActivatedCD8panel1CD8LSRactivated cytotoxic Tcells (CD8+ HLA-DR+)	ActivatedCD8	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8	991	19805	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8	activated cytotoxic Tcells (CD8+ HLA-DR+)	ActivatedCD8_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00660033034953112	0.0500378692249432	NA	ActivatedCD8	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8	992	19830	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8	activated cytotoxic Tcells (CD8+ HLA-DR+)	ActivatedCD8_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00660589069648196	0.0500252143217347	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsBcellspanel1PE-A-LSRB cells (CD3- CD19+)	Bcells	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	PE-A-	15014	148564	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	PE-A-	B cells (CD3- CD19+)	Bcells_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0999973358908781	0.101060822271883	NA	Bcells	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	PE-A-	15000	148581	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	PE-A-	B cells (CD3- CD19+)	Bcells_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0998874601282555	0.100955034627577	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCCR7-CD45RA-/CD28-CD27-panel1CD8/CCR7-CD45RA-LSREM3 cytotoxic Tcells (CD27-  CD28-)	CCR7-CD45RA-/CD28-CD27-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	888	6776	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM3 cytotoxic Tcells (CD27-  CD28-)	CCR7-CD45RA-/CD28-CD27-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00591432225063939	0.131050767414404	NA	CCR7-CD45RA-/CD28-CD27-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	888	6779	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM3 cytotoxic Tcells (CD27-  CD28-)	CCR7-CD45RA-/CD28-CD27-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00591333763959273	0.13099277179525	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCCR7-CD45RA-/CD28-CD27+panel1CD8/CCR7-CD45RA-LSREM2 cytotoxic Tcells (CD27+  CD28-)	CCR7-CD45RA-/CD28-CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	610	6776	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM2 cytotoxic Tcells (CD27+  CD28-)	CCR7-CD45RA-/CD28-CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00406276641091219	0.0900236127508855	NA	CCR7-CD45RA-/CD28-CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	612	6779	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM2 cytotoxic Tcells (CD27+  CD28-)	CCR7-CD45RA-/CD28-CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00407540837323282	0.0902788021832129	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCCR7-CD45RA-/CD28+CD27-panel1CD8/CCR7-CD45RA-LSREM4 cytotoxic Tcells (CD27-  CD28+)	CCR7-CD45RA-/CD28+CD27-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	1473	6776	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM4 cytotoxic Tcells (CD27-  CD28+)	CCR7-CD45RA-/CD28+CD27-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00981058184143222	0.217384887839433	NA	CCR7-CD45RA-/CD28+CD27-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	1472	6779	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM4 cytotoxic Tcells (CD27-  CD28+)	CCR7-CD45RA-/CD28+CD27-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00980228942058614	0.217141171264198	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCCR7-CD45RA-/CD28+CD27+panel1CD8/CCR7-CD45RA-LSREM1 cytotoxic Tcells (CD27+  CD28+)	CCR7-CD45RA-/CD28+CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	3805	6776	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM1 cytotoxic Tcells (CD27+  CD28+)	CCR7-CD45RA-/CD28+CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0253423380221654	0.561540731995277	NA	CCR7-CD45RA-/CD28+CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA-	3807	6779	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA-	EM1 cytotoxic Tcells (CD27+  CD28+)	CCR7-CD45RA-/CD28+CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0253514373805512	0.561587254757339	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCCR7-CD45RA+/CD28-CD27-panel1CD8/CCR7-CD45RA+LSRpE cytotoxic Tcells (CD27-  CD28-)	CCR7-CD45RA+/CD28-CD27-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA+	4117	6521	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA+	pE cytotoxic Tcells (CD27-  CD28-)	CCR7-CD45RA+/CD28-CD27-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0274203431372549	0.631344885753719	NA	CCR7-CD45RA+/CD28-CD27-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA+	4130	6542	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA+	pE cytotoxic Tcells (CD27-  CD28-)	CCR7-CD45RA+/CD28-CD27-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.027502347355313	0.631305411189239	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCCR7-CD45RA+/CD28-CD27+panel1CD8/CCR7-CD45RA+LSRpE2 cytotoxic Tcells (CD27+ , CD28-)	CCR7-CD45RA+/CD28-CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA+	1396	6521	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA+	pE2 cytotoxic Tcells (CD27+ , CD28-)	CCR7-CD45RA+/CD28-CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00929774083546462	0.214077595460819	NA	CCR7-CD45RA+/CD28-CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA+	1404	6542	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA+	pE2 cytotoxic Tcells (CD27+ , CD28-)	CCR7-CD45RA+/CD28-CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00934946626800471	0.214613268113727	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCCR7-CD45RA+/CD28+CD27+panel1CD8/CCR7-CD45RA+LSRpE1 cytotoxic Tcells (CD27+  CD28+)	CCR7-CD45RA+/CD28+CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA+	727	6521	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA+	pE1 cytotoxic Tcells (CD27+  CD28+)	CCR7-CD45RA+/CD28+CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00484201832907076	0.111485968409753	NA	CCR7-CD45RA+/CD28+CD27+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD8/CCR7-CD45RA+	726	6542	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD8/CCR7-CD45RA+	pE1 cytotoxic Tcells (CD27+  CD28+)	CCR7-CD45RA+/CD28+CD27+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00483455307020757	0.110975236930602	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCD4/CCR7-CD45RA-panel1CD4LSReffector memory helper Tcells (CCR7- CD45RA-)	CD4/CCR7-CD45RA-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	26019	64248	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	effector memory helper Tcells (CCR7- CD45RA-)	CD4/CCR7-CD45RA-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.173293638107417	0.404977586850953	NA	CD4/CCR7-CD45RA-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	26030	64247	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	effector memory helper Tcells (CCR7- CD45RA-)	CD4/CCR7-CD45RA-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.173338039142566	0.405155104518499	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCD4/CCR7-CD45RA+panel1CD4LSReffector helper Tcells (CCR7- CD45RA+)	CD4/CCR7-CD45RA+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	8484	64248	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	effector helper Tcells (CCR7- CD45RA+)	CD4/CCR7-CD45RA+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0565057544757033	0.132050803137841	NA	CD4/CCR7-CD45RA+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	8490	64247	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	effector helper Tcells (CCR7- CD45RA+)	CD4/CCR7-CD45RA+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0565363024325926	0.13214624807384	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCD4/CCR7+CD45RA-panel1CD4LSRcentral memory helper Tcells (CCR7+ CD45RA-)	CD4/CCR7+CD45RA-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	25820	64248	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	central memory helper Tcells (CCR7+ CD45RA-)	CD4/CCR7+CD45RA-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.171968243819267	0.401880214170091	NA	CD4/CCR7+CD45RA-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	25815	64247	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	central memory helper Tcells (CCR7+ CD45RA-)	CD4/CCR7+CD45RA-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.171906318880728	0.401808644761623	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCD4/CCR7+CD45RA+panel1CD4LSRnaive helper Tcells (CCR7+ CD45RA+)	CD4/CCR7+CD45RA+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	3926	64248	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	naive helper Tcells (CCR7+ CD45RA+)	CD4/CCR7+CD45RA+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0261482310315431	0.0611069605279542	NA	CD4/CCR7+CD45RA+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	3913	64247	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	naive helper Tcells (CCR7+ CD45RA+)	CD4/CCR7+CD45RA+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0260573087654576	0.0609055675751397	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCD4/CD95-CD28-panel1CD4LSReffector memory helper Tcells (CD95- CD28-)	CD4/CD95-CD28-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	828	64248	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	effector memory helper Tcells (CD95- CD28-)	CD4/CD95-CD28-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.00551470588235294	0.0128875607022787	NA	CD4/CD95-CD28-	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	828	64247	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	effector memory helper Tcells (CD95- CD28-)	CD4/CD95-CD28-_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0055137877990797	0.0128877612962473	NA	lymph.LSR.f
2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcsCD4/CD95-CD28+panel1CD4LSRnaive helper Tcells (CD95- CD28+)	CD4/CD95-CD28+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	2644	64248	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_21full_SS_SubCD8_SCD14//FULL/openCytoBatch_9/gate_plots67.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	naive helper Tcells (CD95- CD28+)	CD4/CD95-CD28+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0176097612958227	0.0411530320009961	NA	CD4/CD95-CD28+	2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	CD4	2638	64247	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_22full_SS_SubCD8_SCD14_Manuals_partialTest//FULL/openCytoBatch_9/gate_plots14.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	CD4	naive helper Tcells (CD95- CD28+)	CD4/CD95-CD28+_2017-03-27_PANEL 1_LSR_HB_Group one_F1638242_005.fcs	0.0175668746545559	0.0410602829704111	NA	lymph.LSR.f
